Genus	Species	Strain	Name	acid phosphatase	aesculin hydrolysis	alkaline phosphatase	alpha-galactosidase	arylsulfatase	catalase positive	gelatinase	H2S production	indole production	methane production	nitrate reduction to nitrite	oxidase positive	pyrazinamidase	tellurite reductase	urease positive
Persicobacter	psychrovividus	 Asr22-19	Persicobacter psychrovividus	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA
Bacillus	cellulosilyticus	N-4T	Bacillus cellulosilyticus	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA
Agrococcus	jejuensis	SSW1-48	Agrococcus jejuensis	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA
Marixanthomonas	ophiurae	KMM 3046T	Marixanthomonas ophiurae	NA	NA	NA	NA	NA	yes	yes	NA	NA	NA	NA	yes	NA	NA	NA
Parabacteroides	johnsonii	M-165T	Parabacteroides johnsonii	NA	yes	yes	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bacillus	selenatarsenatis	SF-1T	Bacillus selenatarsenatis	NA	yes	NA	NA	NA	yes	yes	yes	NA	NA	yes	NA	NA	NA	NA
Marinitoga	okinawensis	TFS10-5T	Marinitoga okinawensis	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA
Actinocatenispora	sera	KV-744T	Actinocatenispora sera	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA
Alicyclobacillus	fastidiosus	S-TABT	Alicyclobacillus fastidiosus	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alicyclobacillus	kakegawensis	5-A83JT	Alicyclobacillus kakegawensis	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alicyclobacillus	shizuokensis	4-A336T	Alicyclobacillus shizuokensis	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA
Alicyclobacillus	macrosporangiidus	5-A239-2O-AT 	Alicyclobacillus macrosporangiidus	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA
Zeaxanthinibacter	enoshimensis	TD-ZE3T 	Zeaxanthinibacter enoshimensis	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Nubsella	zeaxanthinifaciens	TDMA-5	Nubsella zeaxanthinifaciens	NA	yes	NA	NA	NA	yes	yes	NA	NA	NA	NA	yes	NA	NA	NA
Sphingomonas	jaspsi	TDMA-16T	Sphingomonas jaspsi	NA	NA	NA	NA	NA	yes	yes	NA	NA	NA	NA	yes	NA	NA	NA
Alkalibacillus	silvisoli	BM2T 	Alkalibacillus silvisoli	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA
Halalkalibacillus	halophilus	BH2T	Halalkalibacillus halophilus	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Bacteroides	propionicifaciens	SV434	Bacteroides propionicifaciens	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eudoraea	adriatica	AS06/20a	Eudoraea adriatica	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Chitinophaga	ginsengisegetis	Gsoil 040T	Chitinophaga ginsengisegetis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes
Deinococcus	aquiradiocola	TDMA-uv53T	Deinococcus aquiradiocola	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Rapidithrix	thailandica	TISTR 1750T	Rapidithrix thailandica	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA
Paenibacillus	thailandensis	S3-4AT	Paenibacillus thailandensis	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Paenibacillus	nanensis	MX2-3T	Paenibacillus nanensis	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	yes	yes	NA	NA	yes
Thalassospira	tepidiphila	1-1B	Thalassospira tepidiphila	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	yes	NA	NA	NA
Microbulbifer	epialgicus	F-104T	Microbulbifer epialgicus	yes	NA	yes	NA	NA	yes	NA	NA	NA	NA	yes	yes	NA	NA	NA
Asaccharobacter	celatus	do03	Asaccharobacter celatus	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Curtobacterium	ammoniigenes	B55T	Curtobacterium ammoniigenes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coraliomargarita	akajimensis	04OKA010-24T	Coraliomargarita akajimensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes
Bacillus	cecembensis	PN5	Bacillus cecembensis	yes	NA	yes	NA	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA	yes
Clostridium	sufflavum	CDT-1T	Clostridium sufflavum	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA
Lactobacillus	hayakitensis	KBL13T	Lactobacillus hayakitensis	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Flavisolibacter	ginsengiterrae	Gsoil 492T	Flavisolibacter ginsengiterrae	yes	yes	yes	yes	NA	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA
Flavisolibacter	ginsengisoli	Gsoil 643T	Flavisolibacter ginsengisoli	yes	yes	yes	yes	NA	yes	yes	NA	NA	NA	NA	NA	NA	NA	NA
Segetibacter	koreensis	Gsoil 664T	Segetibacter koreensis	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	yes
Olivibacter	terrae	Jip13	Olivibacter terrae	yes	yes	yes	yes	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	yes
Olivibacter	soli	Gsoil 034	Olivibacter soli	yes	yes	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	yes
Olivibacter	ginsengisoli	Gsoil 060	Olivibacter ginsengisoli	yes	yes	yes	yes	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	yes
Mucilaginibacter	daejeonensis	Jip 10T	Mucilaginibacter daejeonensis	yes	NA	yes	yes	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	yes
Pedobacter 	composti 	TR6-06T 	Pedobacter composti	yes	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Nautella	italica	LMG 24365T	Nautella italica	yes	yes	yes	yes	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Pedobacter	daechungensis	Dae 13T	Pedobacter daechungensis	NA	yes	yes	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Barnesiella	viscericola	C46T	Barnesiella viscericola	NA	yes	yes	yes	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA
Cellulomonas	chitinilytica	X.bu-b	Cellulomonas chitinilytica	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA
Rhodococcus	kyotonensis	DS472T	Rhodococcus kyotonensis	yes	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	yes
Robiginitalea	myxolifaciens	YM6-073	Robiginitalea myxolifaciens	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Alkalimonas	collagenimarina	AC40T	Alkalimonas collagenimarina	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA
Microbacterium	ginsengisoli	Gsoil 259	Microbacterium ginsengisoli	yes	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Microlunatus	panaciterrae	Gsoil 954	Microlunatus panaciterrae	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	yes	NA	NA	NA
Nocardioides	panacihumi	616T	Nocardioides panacihumi	yes	yes	yes	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA
Paenibacillus	ginsengarvi	Gsoil 139T	Paenibacillus ginsengarvi	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Persicitalea	jodogahamensis	Shu-9-SY12-35CT	Persicitalea jodogahamensis	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Microbacterium	hatanonis	FCC-01	Microbacterium hatanonis	yes	yes	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nocardia	amamiensis	TT 00-78T	Nocardia amamiensis	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA
Micromonospora	pattaloongensis	TJ2-2	Micromonospora pattaloongensis	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA
Kitasatospora	sampliensis	VT-36	Kitasatospora sampliensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA
Oceanobacillus	caeni	S-11	Oceanobacillus caeni	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Perexilibacter	aurantiacus	Shu-F-UV2-2T	Perexilibacter aurantiacus	yes	NA	yes	NA	NA	yes	yes	NA	NA	NA	NA	yes	NA	NA	NA
Rubritalea	squalenifaciens	HOact23T	Rubritalea squalenifaciens	yes	NA	yes	NA	NA	yes	NA	NA	NA	NA	yes	yes	NA	NA	NA
Aureispira	maritima	59SAT	Aureispira maritima	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA
Chitinophaga	terrae	KP01T	Chitinophaga terrae	yes	NA	yes	yes	NA	yes	NA	NA	NA	NA	yes	yes	NA	NA	NA
Prevotella	pleuritidis	GTC 3021T	Prevotella pleuritidis	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA
Arthrobacter	oryzae	KV-651	Arthrobacter oryzae	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA
Arthrobacter	humicola	KV-653	Arthrobacter humicola	yes	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA
Thermosulfidibacter	takaii	ABI70S6	Thermosulfidibacter takaii	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA
Microterricola	viridarii	KV-677	Microterricola viridarii	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA
Humihabitans	oryzae	KV-657T	Humihabitans oryzae	yes	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA
Humibacillus	xanthopallidus	KV-663	Humibacillus xanthopallidus	yes	NA	yes	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lactobacillus	similis	JCM 2765	Lactobacillus similis	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Salinivibrio	siamensis	ND1-1T	Salinivibrio siamensis	yes	NA	yes	NA	NA	yes	NA	NA	NA	NA	yes	yes	NA	NA	NA
Halobacterium	piscisalsi	HPC1-2	Halobacterium piscisalsi	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Shinella	yambaruensis	MS4T 	Shinella yambaruensis	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Pelagicoccus	mobilis	02PA-Ca-133T	Pelagicoccus mobilis	yes	yes	yes	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	yes
Pelagicoccus	albus	YM14-201T	Pelagicoccus albus	yes	yes	yes	yes	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Pelagicoccus	litoralis	 H-MN57T 	Pelagicoccus litoralis	NA	yes	yes	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Microbacterium	marinilacus	YM11-607T	Microbacterium marinilacus	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA
Microbacterium	sediminicola	YM10-847T	Microbacterium sediminicola	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhodanobacter	thiooxydans	LCS2T	Rhodanobacter thiooxydans	NA	yes	NA	NA	NA	yes	yes	NA	NA	NA	yes	yes	NA	NA	NA
Neptunomonas	japonica	JAMM 0745	Neptunomonas japonica	NA	NA	NA	NA	NA	yes	yes	NA	NA	NA	yes	yes	NA	NA	NA
Sneathiella	glossodoripedis	MKT133	Sneathiella glossodoripedis	yes	NA	yes	NA	NA	yes	NA	NA	NA	NA	yes	yes	NA	NA	NA
Natrinema	gari	HIS40-3	Natrinema gari	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Halobacillus	aidingensis	AD-6T 	Halobacillus aidingensis	NA	NA	NA	NA	NA	yes	yes	NA	NA	NA	NA	yes	NA	NA	NA
Cerasicoccus	arenae	YM26-026T	Cerasicoccus arenae	NA	yes	yes	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Bacillus	polygoni	YN-1	Bacillus polygoni	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA
Fulvibacter	tottoriensis	MTT-39	Fulvibacter tottoriensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA
Paenibacillius	siamensis	S5-3T	Paenibacillius siamensis	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	yes
Paenibacillus	septentrionalis	X13-1T	Paenibacillus septentrionalis	NA	yes	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	yes
Bacillus	akibai	 1139T 	Bacillus akibai	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	NA	NA	NA	NA
Marinilactibacillus	piezotolerans	LT20T	Marinilactibacillus piezotolerans	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA
Paenibacillus	montaniterrae	MXC2-2T	Paenibacillus montaniterrae	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes
Rubritalea	spongiae	YM21-132T	Rubritalea spongiae	yes	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Rubritalea	tangerina	YM27-005T	Rubritalea tangerina	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	yes	yes	NA	NA	NA
Pelagicoccus	croceus	N5FB36-5T	Pelagicoccus croceus	yes	yes	yes	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Bacteroides	paurosaccharolyticus	WK042T	Bacteroides paurosaccharolyticus	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Anaerosphaera	aminiphila	WN036T	Anaerosphaera aminiphila	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA
Lysobacter	spongiicola	KMM 329	Lysobacter spongiicola	yes	NA	yes	NA	NA	yes	yes	NA	NA	NA	NA	yes	NA	NA	NA
Variovorax	boronicumulans	BAM-48	Variovorax boronicumulans	yes	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Megamonas	funiformis	YIT 11815	Megamonas funiformis	yes	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Marinobacter	flavimaris	SW-145T	Marinobacter flavimaris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA
Pseudomonas	marincola	KMM 3042	Pseudomonas marincola	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	NA	yes	NA	NA	NA
Lewinella	lutea	FYK2402M69T	Lewinella lutea	NA	NA	NA	NA	NA	yes	yes	NA	NA	NA	NA	yes	NA	NA	NA
Lewinella	marina	MKG-38T	Lewinella marina	NA	yes	NA	NA	NA	yes	yes	NA	NA	NA	NA	yes	NA	NA	NA
Tropicibacter	naphthalenivorans	C02T	Tropicibacter naphthalenivorans	yes	NA	NA	yes	NA	NA	NA	NA	yes	NA	yes	yes	NA	NA	NA
Tropicimonas	isoalkanivorans	B51T	Tropicimonas isoalkanivorans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA
Tranquillimonas	alkanivorans	A34	Tranquillimonas alkanivorans	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	yes	NA	NA	NA
Methylobacterium	gregans	002-074	Methylobacterium gregans	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Idiomarina	fontislapidosi	F23T	Idiomarina fontislapidosi	NA	yes	NA	NA	NA	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA
Acanthopleuribacter	pedis	FYK2218	Acanthopleuribacter pedis	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Thiofaba	tepidiphila	BDA453	Thiofaba tepidiphila	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA
Psychromonas	japonica	JAMM 0394	Psychromonas japonica	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	yes	NA	NA	NA
Psychromonas	ossibalaenae	JAMM 0738	Psychromonas ossibalaenae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	yes	NA	NA	NA
Arcanobacterium	abortisuis	MurakamiT	Arcanobacterium abortisuis	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA
Pilibacter	termitis	TI-1	Pilibacter termitis	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Silvimonas	Silvimonas iriomotensis	ir6-1	Silvimonas iriomotensis	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	yes	yes	NA	NA	NA
Silvimonas	iriomotensis	ir6-1	Silvimonas iriomotensis	NA	yes	NA	NA	NA	yes	NA	yes	NA	NA	yes	yes	NA	NA	NA
Silvimonas	Silvimonas	ir6-4	Silvimonas silvimonas	NA	NA	NA	NA	NA	yes	NA	yes	NA	NA	yes	yes	NA	NA	NA
Silvimonas	amylolytica	ir6-4	Silvimonas amylolytica	NA	yes	NA	NA	NA	yes	NA	yes	NA	NA	yes	yes	NA	NA	NA
Catenulispora	subtropica	TT 99-48	Catenulispora subtropica	NA	NA	NA	NA	NA	yes	yes	NA	NA	NA	yes	NA	NA	NA	NA
Catenulispora	yoronensis	TT N02-20	Catenulispora yoronensis	yes	NA	yes	NA	NA	yes	NA	NA	NA	NA	yes	NA	yes	NA	NA
Amycolatopsis	pigmentata	TT99-32	Amycolatopsis pigmentata	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA
Pseudoclavibacter	soli	KP02T	Pseudoclavibacter soli	yes	NA	yes	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	yes
Mucilaginibacter	kameinonensis	SCK	Mucilaginibacter kameinonensis	yes	yes	yes	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bacillus	cibi	JG-30T	Bacillus cibi	NA	yes	yes	NA	NA	NA	NA	NA	NA	NA	yes	yes	NA	NA	NA
Amphritea	japonica	JAMM 1866	Amphritea japonica	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	yes	yes	NA	NA	NA
Amphritea	balenae	JAMM 1525	Amphritea balenae	NA	NA	NA	NA	NA	yes	yes	NA	NA	NA	yes	yes	NA	NA	NA
Persicirhabdus	sediminis	YM20-087	Persicirhabdus sediminis	yes	NA	yes	NA	NA	NA	NA	NA	NA	NA	yes	yes	NA	NA	NA
Roseibacillus	ishigakijimensis	MN1-741	Roseibacillus ishigakijimensis	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Roseibacillus	ponti	YM27-120	Roseibacillus ponti	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Roseibacillus	persicicus	YM26-010	Roseibacillus persicicus	yes	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Luteolibacter	algae	A5J-41-2	Luteolibacter algae	NA	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Luteolibacter	pohnpeiensis	A4T-83	Luteolibacter pohnpeiensis	yes	NA	yes	yes	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Melitea	salexigens	5IX/A01/131	Melitea salexigens	yes	NA	yes	NA	NA	yes	NA	NA	NA	NA	NA	yes	NA	NA	NA
Paraprevotella	 clara	YIT 11840T 	Paraprevotella clara	yes	NA	yes	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Paraprevotella	clara	YIT 11840T	Paraprevotella clara	yes	NA	yes	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Paraprevotella	xylaniphila	YIT 11841T	Paraprevotella xylaniphila	yes	yes	yes	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lactobacillus	nodensis	iz4b-1T	Lactobacillus nodensis	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Desulfovibrio 	marinisediminis	C/L2	Desulfovibrio marinisediminis	NA	NA	NA	NA	NA	yes	NA	NA	NA	NA	NA	NA	NA	NA	NA
Limibacter	armeniacum	YM11-185	Limibacter armeniacum	yes	NA	yes	NA	NA	yes	yes	NA	NA	NA	NA	yes	NA	NA	NA
